18.25394	42.63393	-100
18.25393	42.63402	-100
18.25388	42.63416	-100
18.25387	42.63422	-100
18.25383	42.63440	-100
18.25379	42.63452	-100
18.25377	42.63456	-100
18.25377	42.63459	-100
18.25376	42.63455	-100
18.25375	42.63440	-100
18.25373	42.63410	-100
18.25370	42.63381	-100
18.25367	42.63350	-100
18.25365	42.63324	-100
18.25364	42.63296	-100
18.25364	42.63279	-100
18.25365	42.63271	-100
18.25370	42.63262	-100
18.25383	42.63273	-100
18.25386	42.63278	-100
18.25390	42.63323	-100
18.25394	42.63393	-100
18.25394	42.63410	-100
18.25395	42.63405	-100
18.25395	42.63403	-100
18.25396	42.63402	-100
18.25397	42.63411	-100
18.25398	42.63424	-100
18.25403	42.63461	-100
18.25403	42.63502	-100
18.25406	42.63582	-100
18.25407	42.63618	-100
18.25408	42.63634	-100
18.25408	42.63638	-100
18.25407	42.63672	-100
18.25403	42.63742	-100
18.25400	42.63821	-100
18.25397	42.63864	-100
18.25393	42.63911	-100
18.25390	42.63934	-100
18.25389	42.63974	-100
18.25387	42.64051	-100
18.25386	42.64128	-100
18.25382	42.64159	-100
18.25378	42.64189	-100
18.25374	42.64218	-100
18.25371	42.64225	-100
18.25370	42.64226	-100
18.25369	42.64206	-100
18.25366	42.64168	-100
18.25359	42.64126	-100
18.25354	42.64113	-100
18.25352	42.64108	-100
18.25346	42.64115	-100
18.25345	42.64129	-100
18.25348	42.64178	-100
18.25357	42.64249	-100
18.25358	42.64277	-100
18.25362	42.64280	-100
18.25370	42.64286	-100
18.25370	42.64287	-100
18.25371	42.64294	-100
18.25371	42.64310	-100
18.25373	42.64325	-100
18.25375	42.64343	-100
18.25379	42.64372	-100
18.25382	42.64382	-100
18.25385	42.64378	-100
18.25388	42.64373	-100
18.25389	42.64360	-100
18.25391	42.64321	-100
18.25391	42.64279	-100
18.25392	42.64239	-100
18.25394	42.64201	-100
18.25395	42.64177	-100
18.25398	42.64157	-100
18.25397	42.64157	-100
18.25398	42.64149	-100
18.25400	42.64136	-100
18.25401	42.64130	-100
18.25401	42.64129	-100
18.25401	42.64129	-100
18.25402	42.64133	-100
18.25403	42.64144	-100
18.25403	42.64155	-100
18.25404	42.64160	-100
18.25404	42.64168	-100
18.25406	42.64182	-100
18.25406	42.64196	-100
18.25406	42.64209	-100
18.25405	42.64219	-100
18.25405	42.64242	-100
18.25405	42.64246	-100
18.25405	42.64259	-100
18.25406	42.64270	-100
18.25407	42.64286	-100
18.25409	42.64332	-100
18.25410	42.64364	-100
18.25413	42.64397	-100
18.25415	42.64423	-100
18.25417	42.64445	-100
18.25417	42.64455	-100
18.25418	42.64478	-100
18.25419	42.64490	-100
18.25418	42.64500	-100
18.25416	42.64519	-100
18.25415	42.64540	-100
18.25413	42.64548	-100
18.25409	42.64552	-100
18.25407	42.64551	-100
18.25403	42.64536	-100
18.25401	42.64531	-100
18.25398	42.64527	-100
18.25396	42.64525	-100
18.25395	42.64524	-100
18.25393	42.64536	-100
18.25392	42.64545	-100
18.25389	42.64566	-100
18.25385	42.64598	-100
18.25382	42.64631	-100
18.25378	42.64696	-100
18.25374	42.64737	-100
18.25371	42.64772	-100
18.25368	42.64776	-100
18.25365	42.64772	-100
18.25365	42.64768	-100
18.25364	42.64758	-100
18.25364	42.64733	-100
18.25364	42.64709	-100
18.25364	42.64697	-100
18.25365	42.64675	-100
18.25366	42.64634	-100
18.25369	42.64557	-100
18.25370	42.64521	-100
18.25370	42.64467	-100
18.25369	42.64400	-100
18.25368	42.64360	-100
18.25364	42.64331	-100
18.25361	42.64321	-100
18.25357	42.64322	-100
18.25351	42.64359	-100
18.25345	42.64404	-100
18.25342	42.64433	-100
18.25338	42.64503	-100
18.25334	42.64586	-100
18.25333	42.64617	-100
18.25329	42.64652	-100
18.25322	42.64715	-100
18.25316	42.64755	-100
18.25310	42.64765	-100
18.25306	42.64758	-100
18.25302	42.64749	-100
18.25297	42.64739	-100
18.25295	42.64734	-100
18.25292	42.64720	-100
18.25291	42.64718	-100
18.25288	42.64718	-100
18.25282	42.64722	-100
18.25277	42.64743	-100
18.25274	42.64777	-100
18.25271	42.64787	-100
18.25264	42.64794	-100
18.25258	42.64789	-100
18.25254	42.64778	-100
18.25252	42.64759	-100
18.25250	42.64740	-100
18.25249	42.64703	-100
18.25249	42.64673	-100
18.25249	42.64634	-100
18.25249	42.64563	-100
18.25247	42.64495	-100
18.25246	42.64458	-100
18.25244	42.64431	-100
18.25242	42.64400	-100
18.25241	42.64375	-100
18.25240	42.64369	-100
18.25241	42.64363	-100
18.25243	42.64354	-100
18.25245	42.64339	-100
18.25247	42.64330	-100
18.25250	42.64334	-100
18.25253	42.64336	-100
18.25255	42.64336	-100
18.25257	42.64326	-100
18.25259	42.64322	-100
18.25262	42.64287	-100
18.25266	42.64262	-100
18.25269	42.64245	-100
18.25272	42.64238	-100
18.25277	42.64277	-100
18.25283	42.64323	-100
18.25289	42.64340	-100
18.25292	42.64335	-100
18.25297	42.64316	-100
18.25302	42.64277	-100
18.25309	42.64231	-100
18.25314	42.64191	-100
18.25320	42.64151	-100
18.25324	42.64127	-100
18.25325	42.64094	-100
18.25326	42.64074	-100
18.25326	42.64055	-100
18.25326	42.64028	-100
18.25326	42.64004	-100
18.25325	42.63989	-100
